requirement,degree,departmentName,workLocation,workExperience,secondCategory,firstCategory,name,description,shareLinkPcWechat
1、5年以上知名互联网公司的产品经验，有渠道管理或销售管理方向的成功项目经验者优先；2、对社区团购业务、线下渠道运营方面有成熟的行业经验和思考；3、对数据敏感，能从数据中发现问题和机会点并转化成可落地的产品或运营方案。4、责任心强，良好的跨团队合作和组织协调能力，能够应对复杂产品线的挑战。5、有激情，具有较强的抗压能力和学习能力，有良好的逻辑性和结构性思维，具有商业敏感度。,本科,阿里集团-盒马事业群-产品技术部-星火-产品部,上海,五年以上,平台型,产品类,阿里集团-销售管理产品专家-杭州/上海-急聘,1、负责盒马集市的销售管理产品体系建设，负责规划、设计、构建面向下沉市场的销售网络与渠道管理平台；2、与业务方团队沟通调研，归纳总结业务规则与流程，并提出业务改进建议，同时给出匹配的系统产品方案；3、从日常需求分析、产品规划到制定产品方案，跨团队协同推动落地执行。4、负责产品相关的日常运营及体验优化工作，产品运营数据分析，推动产品不断优化和创新，对销售管理的整体结果负责。,http://alibaba.tupu360.com/social/position?pCode=hNWPBLBepJAXjwhaybuDAA%3D%3D
1、计算机、大数据、信息设计相关专业本科以上学历2、5年以上工作经验，3年以上AI平台、PaaS平台、开放平台或大型中后台产品经理工作经验3、熟悉平台服务、流程、角色、权限、数据等核心平台产品模块4、具备良好的逻辑思维能力，能够拆解梳理复杂业务流程和需求5、优秀的跨部门沟通和协调能力，抗压，自驱力强6、AI开放服务、BPaaS类相关平台经验优先、技术背景优先我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-阿里云智能事业群-IoT事业部-产品,杭州,五年以上,平台型,产品类,阿里云智能事业群-IoT-产品专家-AloT 开放平台,负责大型平台类产品的产品规划、管理和设计工作1、负责产品的业务调研和规划，制定产品的业务目标，并执行落地2、负责对产品的使用流程进行调研和梳理、设计产品功能满足使用需求3、对产品进行长期的数据监控分析、用户&客户访谈，制定并推动产品迭代4、在产品的协作工作中推动建立标准化的规范和流程并持续优化，提升协作效率和质量5、配合产品运营推广运营产品,http://alibaba.tupu360.com/social/position?pCode=e1zFL_nW2JHRyv2chw6UNw%3D%3D
1、五年以上工业领域软硬件产品或技术架构设计经验，主导过成熟的工业物联相关产品设计，对工业互联网相关的IoT、大数据、AI等领域技术和发展趋势有深入的理解，有工业软硬一体产品设计经验；2、熟悉工业设备互联的常用方式，包括各类设备连接协议、网络连接方式、数据上云协议等，熟悉从设备到边缘到云端工业数据采集及数据资产管理相关的主流技术及实现方案。对离散工业和过程工业的数据采集特点有正确认识，了解工业现场各种类型设备产生数据的特点和规模，熟悉工业数据采集在智能制造中的应用场景及客户价值；3、熟悉制造行业生产经营各环节的痛点，了解大型企业与中小型企业对智能制造需求的差别；4、熟悉工厂经营管理与产业链协同相关的流程，了解工厂与电商、供应链、物流平台的协同流程；5、有良好的逻辑思维能力和抽象能力，具备优秀的产品思维和价值判断，有良好的产品商业化设计能力；6、具备良好的文档能力，善于总结沟通，清晰表达技术观点和架构意图，具备优秀的沟通协调能力；7、有很强的责任心、进取心以及抗压能力。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-阿里云智能事业群-IoT事业部-产品-工业互联网产品组,杭州,五年以上,商业型,产品类,阿里云智能事业群-产品专家-工业互联网,1、根据工业领域的业务场景、行业客户及合作伙伴需求，规划工业互联网的平台工业设备物联及边缘相关功能；2、深入洞察工业领域的互联网及物联网发展趋势，能够前瞻性地进行需求规划抽象，形成标准化的产品解决方案；3、管理产品生命周期和推进节奏，撰写产品需求及线上线下产品相关文档，并与设计、技术、测试团队配合，高效率、高质量地完成阶段性项目,http://alibaba.tupu360.com/social/position?pCode=JVw6DLqQ6pULXhJTMq2cYg%3D%3D
1、5年以上互联网产品或AI图像视觉产品经验，有具体场景落地经验者优先；3、熟悉包括TI，英特尔，海思，Nvidia或Nxp等平台的开发方式，有过跨平台实现算法移植商业化的优先；3、基础了解物联网、边缘计算及人工智能相关领域内容，能够体系化分析相关领域的现状和趋势；4、有图像处理，深度学习开发、实际AI芯片平台开发经验者优先。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-阿里云智能事业群-IoT事业部-产品-边缘计算产品,杭州,八年以上,商业型,产品类,阿里云智能事业群-IoT-高级产品专家-视觉AI,1、负责定义围绕具体场景的AI图像视觉能力，并结合客户需求实现AI场景产品化；2、设计AI算法的工程化开发工具，实现视觉AI算法跨平台转换的快速适配、训练和效果验证；3、梳理定义适合AI图像能力的硬件方案，并推动硬件产品的研发协同；4、研究AI图像前沿产品及技术，跟踪追踪，竞争公司最新产品动态及创新方向，定期输出竞品分析报告。,http://alibaba.tupu360.com/social/position?pCode=vmQqP9pVkd7l5eA6gL0Trg%3D%3D
岗位要求：1、了解互联网广告，对本地生活O2O/电商等行业熟悉，具备5年以上互联网广告工作经历2、具备与算法、工程团队顺畅沟通的能力，有成功的与策略机制相关的系统设计和工作经验3、优秀的数据分析能力和逻辑思维，善于利用数据驱动需求或指导决策4、熟悉互联网开发模式和商业变现模式，有从需求分析、产品研究、数据分析、产品迭代的全周期实践经验，对用户体验和客户需求有把握和权衡能力5、具备高度的责任心和较强的自我驱动力、抗压能力，善于合作，善于协调和调度资源推动业务发展,本科,本地生活-商业推广事业部,"上海,杭州",五年以上,商业型,产品类,本地生活-高级广告产品专家-到家广告,岗位职责：1、负责阿里本地生活品牌/定向广告产品/搜索推荐广告产品/广告产品平台规划及设计2、理解业务场景、客户诉求，设计相应的广告策略2、理解业务场景、客户诉求，设计相应的广告策略、效果解析，推进商业产品创新，最大化实现客户价值和用户价值3、推动产品的实施和市场落地，完整的负责产品的生命周期管理，为产品商业化收入负责4、和集团业务部门合作对接，以平台视角设计广告产品在各业务中的联动,http://alibaba.tupu360.com/social/position?pCode=Ct1Ka0ji7OFVyhlkCIwI1w%3D%3D
岗位要求：1、了解互联网广告，对本地生活O2O/电商等行业熟悉，具备3年以上互联网广告工作经历2、具备与算法、工程团队顺畅沟通的能力，有成功的与策略机制相关的系统设计和工作经验3、优秀的数据分析能力和逻辑思维，善于利用数据驱动需求或指导决策4、熟悉互联网开发模式和商业变现模式，有从需求分析、产品研究、数据分析、产品迭代的全周期实践经验，对用户体验和客户需求有把握和权衡能力5、具备高度的责任心和较强的自我驱动力、抗压能力，善于合作，善于协调和调度资源推动业务发展,本科,本地生活-商业推广事业部-到家产品,"杭州,上海",五年以上,商业型,产品类,本地生活-广告产品专家-到家广告,岗位职责：1、负责阿里本地生活品牌/定向广告产品/搜索推荐广告产品/广告产品平台规划及设计2、理解业务场景、客户诉求，设计相应的广告策略2、理解业务场景、客户诉求，设计相应的广告策略、效果解析，推进商业产品创新，最大化实现客户价值和用户价值3、推动产品的实施和市场落地，完整的负责产品的生命周期管理，为产品商业化收入负责4、和集团业务部门合作对接，以平台视角设计广告产品在各业务中的联动,http://alibaba.tupu360.com/social/position?pCode=idpyG3I8H1O8Jz8%2FJN%2Fsnw%3D%3D
1. 3年以上智慧城市、社区、园区社区解决方案及产品的拓展建设经验，有项目实操落地经验者优先2. 了解设备连接、AI机器视觉、硬件组成等IoT软硬件技术能力，并有成功案例或产品者优先3. 良好的商业逻辑思维，了解产品或方案所面向行业上下游产业链路，并对各方商业牵动点有明确判断4. 良好的团队合作和敬业精神；积极正面的价值观和抗压能力5. 有较强的沟通、学习及活动策划能力，具备行业趋势、前瞻性技术的洞察能力我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-阿里云智能事业群-IoT事业部-产品-数字社区产品,杭州,五年以上,商业型,产品类,阿里云智能事业群-产品专家-智慧社区,1.负责智慧社区、平安社区类社区解决方案面向客户的需求沟通、PRD编写、商业设计2.面向整体解决方案进行设计，完成整体方案规划，对客户体验和客户增长负责3.定义及规划社区IoT垂直场景软件、硬件产品，并组织协调团队落地，实现平台+软硬一体的社区产品体系的建设4.了解社区周边合作伙伴各类产能力，负责伙伴产品引入，共创生态合作方案，保证方案可靠稳定落地,http://alibaba.tupu360.com/social/position?pCode=6P0UVG7BEaHYquMToGH%2FcA%3D%3D
1. 5年以上的相关经验，熟悉核心网、承载网、支撑网的网络架构与技术规范2. 熟悉基础运营商与物联网行业情况、市场环境与相关法律规则3. 熟悉市场上的竞争对手，如虚拟运营商、互联网企业、虚拟运营商，能掌握市场脉动4. 曾经在基础运营商或虚拟运营商任职佳，熟悉BOSS平台设计5. 具备相关的商业知识，了解市场营销、通信资费逻辑、虚商财务运作6. 乐观、勇于挑战有驱动团队合作的精神我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-阿里云智能事业群-IoT事业部-产品-基础产品,杭州,五年以上,平台型,产品类,阿里云智能事业群-IoT-产品专家-物联网卡,1. 研究通信网络发展，随时跟进业内基础运营商与虚拟运营商的业务与布局，设计与集团物联网业务互相组合的产品，设计具有核心竞争力的无联网连接服务。2. 组织产品布局及发展规划，并对产品功能设计、研发、质量与运营等成果负责。3. 负责产品的对外合作，设计并执行与上下游合作伙伴的产品或服务对接合作。4. 制定产品相关的产品手册、测试文档、功能说明书，负责产品的演示与培训工作。5. 关注产品的运营状况，在产品相关的职责范围内，提高客户服务品质、打造产品竞争力根据市场表现，随时挖掘竞争潜力，制定产品的优化与迭代需求。6. 负责产品与商品的生命周期管理，根据业内市场变化与产品间协同应调整管理规划。,http://alibaba.tupu360.com/social/position?pCode=Re0Sf3TglQyuGeJ%2FIgGljA%3D%3D
1.3-5年供应链或2B相关产品设计经验，熟悉互联网电商行业运作方式；2.有良好的商业敏感度，能够在复杂环境下灵活控制并推进相关合作项目；强逻辑思维能力、分析与洞察能力和解问题的能力；3.能有数据化管理经验，能基于消费者和市场数据，找到商业机会；设计打磨产品，促进业务目标的达成。,本科,阿里集团-CTO线-新零售技术事业群-数字供应链事业部-新零售ERP产品部-渠道&行业解决方案-一盘货&全渠道解决方案,杭州,三年以上,综合管理,产品类,数字供应链事业部-渠道产品专家-新零售ERP产品-杭州,1. 分析重点业务关于多元供给&渠道销售的业务场景，梳理业务核心诉求及痛点，输出支撑业务目标达成的产品规划；2. 收集业务在多元供给&渠道销售等各环节中的具体业务需求，编写产品功能文档，协同开发测试团队，支持整体落地上线工作，并协同业务团队进行持续运营和优化；3. 沉淀产品的平台能力，搭建合理的产品技术架构，并协同技术团队进行持续的架构演进和优化。,http://alibaba.tupu360.com/social/position?pCode=thsaOMK1PxnfRQmqPRksuA%3D%3D
1、3年以上数据产品经理工作经验；2、熟悉产品设计、开发工作流程，高质量产出MRD、DEMO、PRD，能独立承担一个产品的全生命周期工作；3、对数字极其敏感，具有较强的商业和数据结合思路，同时有行业数据解决方案背景优先；4、有良好的沟通协调能力，能够跨职能、跨部门沟通推进项目，有出色的执行力和拿结果力；5、善于跨部门合作，争取相关资源，协调相关团队将产品策略执行落地，拿下业务结果；6、计算机相关专业，熟悉研发工作流程者优先考虑。,本科,蚂蚁集团-CTO线-数据与平台技术事业群-研发效能部-研发技术产品,杭州,三年以上,平台型,产品类,蚂蚁集团-数据产品经理,1、独立负责效能数据产品规划，深入研发一线，了解研发工程师日常研发的痛点问题，能够结合业务场景进行功能模块设计，输出针对业务的大数据提效解决方案和产品功能；2、能跨部门与客户方/合作方高层角色沟通对接，能敏锐洞见行业及客户痛点，并结合已有的数据能力，为客户定制行业性的大数据解决方案，捕捉商业机会；3、较强的数据敏感度，能够利用数据工具，随时跟进商业分析及洞察，为业务提供数据智能驱动的商业机会。,http://antfin.tupu360.com/social/position?pCode=1Jk2WFP23Tqo7DqEgGcIIw%3D%3D
1、本科级以上学历，计算机，通信，自动化，市场营销等专业；2、具备8年及以上ToB产品运营或者市场运营相关工作经验，负责过产品线或区域市场运营，对云计算行业有深入认识；3、具备良好的市场思维、运营思维，对用户及市场敏感，有大局观，有前瞻性；4、有出色的沟通能力和团队合作精神，能整合多方力量达成业务目标；5、喜欢挑战性的工作，工作激情饱满，能承受工作压力；6、英语听说读写流利加分，有团队管理经验加分；我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-阿里云智能事业群-阿里云-基础产品事业部-云网络-产品管理,杭州,五年以上,平台型,产品类,阿里云智能事业群-云网络高级产品运营专家-杭州/北京,【团队介绍】阿里云智能事业群网络产品团队负责云网络产品的规划、设计、研发和运营。飞天洛神云网络平台是阿里云飞天平台（阿里云自主研发大规模云计算操作系统）的核心组件。阿里云网络在全球有超过200个数据中心、20个地域及58个可用区、110个接入点，构建了全球化的网络基础设施，同时为百万用户提供了丰富的网络产品和服务，如VPC，负载均衡SLB，NAT网关，云企业网CEN，全球加速GA，VPN网关，智能接入网关SAG，高速通道等。 过去十年里，云网络从无到有，从一个产品到二十多个产品，从服务几千用户到服务百万用户，从第一次支持双11到第八次支撑双11，云网络见证了云计算的蓬勃发展。未来十年，云网络更将成为全社会数字化转型的基础设施。期望您的加入与阿里云智能事业群网络产品团队协力创新，引领未来。【岗位职责】1、负责网络产品的产品运营相关工作，对网络产品的运营体系、产品营收，品牌影响力，用户规模负责；2、通过产品分析和市场洞察，制定网络产品的经营目标和经营策略，并协同周边团队为目标努力；3、通过产品上市管理，培训赋能，渠道运营，线上运营，品牌营销等多种运营手段，达成产品战略目标；,http://alibaba.tupu360.com/social/position?pCode=8r6b1ufm%2FrRsSHdrz9pclw%3D%3D
1. 5年以上互联网产品经理工作经验，独立承担过业务流程与逻辑较复杂的产品或开放平台设计和落地实现，并有成功经验；2. 有较完善的产品设计方法论，能够提供高质量的产品原型、流程图、线框图等清晰的表达设计方案；3. 强目标导向，较强的执行力，关注结果和时间点；清晰的逻辑思维，良好的团队协作、创新意识和抗压能力；4. 有知产行业经验者优先考虑；5. 对数据敏感，有较强的数据分析能力，能从数据中发现并解决问题。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-阿里云智能事业群-阿里云-产品解决方案与大网站事业部-中小企业应用,北京,五年以上,商业型,产品类,阿里云智能事业群-产品专家（企业应用方向）-北京/杭州,1. 负责阿里云中小企业产品规划，制定产品Roadmap；2. 负责中小企业产品售卖与管理流程设计，产出PRD需求和交互文档；3. 协调并推动运营、UED、技术、财税法等部门成员，确保产品项目进度；4. 支撑相关业务的运营需求，与内外部合作伙伴一起达成商业目标。,http://alibaba.tupu360.com/social/position?pCode=4E09fwqfN8upc8ADkvJ%2FZw%3D%3D
1. 本科学历及以上，至少3年工作相关工作经验；2. 有电商和个性化推荐系统相关经验优先；3.热情有想法，抗压能力强，能积极主动完成工作，具备良好的沟通协作和项目推进能力，能够在多方合作的复杂环境下灵活调整策略，推进项目顺利进行。,本科,阿里集团-淘宝事业群-淘系产品和平台生态-用户产品事业部-首页和推荐产品,杭州,三年以上,平台型,产品类,淘宝-推荐产品-信息流策略产品,1. 负责手机淘宝各场景信息流推荐的策略机制，完成相关产品的需求分析、产品设计及策略优化；2. 深度分析和挖掘用户信息流行为数据，为产品体验和推荐策略优化提供依据；3. 与算法研发同事合作，根据产品需求制定合理的算法策略评估方法，进行有效性评估并推动迭代优化；4. 协调各方资源快速推动新策略产品的落地实施，处理业务方提出的问题及建议；,
-  本科及以上学历，有5年以上商业产品经理工作背景优先-  有本地行业经验，做过行业产品、商业化产品等，并可输出系统的商业化产品思路；-  对效果广告、增值服务产品等方向有自己的见解，数据导向挖掘机会点，做出有价值、可量化的产品能力建设-  具创新精神和良好的商业思考能力，能够在复杂的商业环境中找到切入点，并规划执行落地；-  有良好的沟通协调能力，能够跨职能、跨部门沟通协调资源，推进项目；,本科,本地生活-本地生活产品中心-行业产品部,杭州,五年以上,商业型,产品类,本地生活-商业化产品专家-到店生服-杭州,-  负责生服商业化产品规划，能够基于商家和用户调研，制定产品实施路线图；-  协调资源推动产品功能实施，跟进项目的进度，与内外部团队有效沟通，提高项目整体质量；-  与业务团队紧密配合，通过数据与运营分析不断优化产品体验，为产品价值和良好商业模式负责；-  对竞品有极强的敏感度，有独到的见解，分析自身产品的状态确定价值来创造核心壁垒；,http://alibaba.tupu360.com/social/position?pCode=4XCh9YURr7RRM%2FK55cLTEA%3D%3D
1、大学统招本科以上学历，工作经验3年+；对泛金融领域有一定业务基础；2、泛金融领域业务产品、合规科技、信息报送等相关产品经验，有数据思维；3、技术背景优先考虑，良好的英语能力优先考虑，有四大会计师事务所相关工作经历优先考虑；4、沟通表达能力好，有组织协调能力，有执行力和推动力；5、思路清晰敏捷，沟通协调能力、决断能力强； 有创业精神，能在面临较多不确定性和变化的环境中，始终保持工作激情和责任心；6、抗压能力良好，可以接受来杭州工作。,本科,蚂蚁集团-CTO线-数据与平台技术事业群-金融核心平台部-金融核心产品部,"杭州,北京",三年以上,平台型,产品类,蚂蚁集团-合规科技高级产品专家-杭州/北京,1、主导合规科技领域的产品方案规划与设计实现，运用数据、智能等技术手段，实现合规风险数据化监测、智能化运营、系统化管控，引领蚂蚁在合规科技产品方面的总体创新，结合明确的目标和路线图进行落地推进。2、根据支付、银行、小贷、基金/保险代销、投资咨询、金控等牌照业务的要求，从行业趋势感知、合规风险识别/分析/评估/治理、持续监测以及信息报送等方面规划合规科技中台产品，支撑各业务牌照合规管理系统建设；3、负责合规平台产品PRD及DEMO设计，与业务团队及技术开发团队对接，将业务诉求转化为产品开发需求，完成产品实现并持续迭代演进，实现业务目标；P6/7/8均有需求,http://antfin.tupu360.com/social/position?pCode=42vGXZNyxIuEg96RX8gTkw%3D%3D
1、有过千万级DAU用户产品成功经验，重点看互联网、教育、新闻、媒体等行业的产品经理/总监2、对2B行业有自己的独立见解，业务感知好，商业sense强，敢做业务判断，对外商业环境有深入的洞察3、优秀的协同能力，包括向上对焦，横向协同以及向下管理4、成功的团队管理经验,本科,阿里集团-阿里云智能事业群-大钉钉-智能协同与视频云事业部-产品中心,杭州,十年以上,用户型,产品类,钉钉(DingTalk)-智能协同与视频云-高端岗位-产品,1、理解总体业务战略，结合行业发展趋势及业务战略方向对产品的发展作出预见性的判断和方向规划。2、负责主要产品策略制定、实施及产品生命周期管理，带领产品团队进行市场分析、客户调研，清晰掌握市场动态，定义产品。3、协同资源，推进核心产品项目的落地。4、负责事业部产品中心团队管理与PD能力建设。,http://alibaba.tupu360.com/social/position?pCode=SotoDXNjCLR%2F3GTGI%2FWxIA%3D%3D
- 3-5年互联网产品经验；- 逻辑清晰，擅长系统性的解决问题，同时对产品设计细节敏感；- 对行为数据敏感，提出数据分析需求，从用户行为数据中更了解用户；- 有强烈的owner意识，具有积极主动追求产品和帮助客户成功的意愿和热情，能很好的跨团队协作、驱动不同角色完成工作；- 优先考虑：有 ToB 产品经历；有交互设计背景；有研发背景我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-阿里云智能事业群-大钉钉-智能协同与视频云事业部-产品中心,杭州,三年以上,用户型,产品类,钉钉(Dingtalk)-邮箱产品专家-杭州,- 负责邮箱&日历产品的用户调研、市场分析，产品规划、需求定义、产品架构和设计工作- 组织研发项目落地，数据驱动，跨团队、角色、地域协作；- 积极思考更新产品策略，保证产品实现业务目标；,http://aliyun.tupu360.com/social/position?pCode=ENySZa88GqXAawZcpe51Qw%3D%3D
- 3-5年互联网产品经验，能够独立承担产品规划、需求定义、产品架构和设计工作，熟悉产品研发流程；- 逻辑清晰，擅长系统性的解决问题，同时对产品设计细节敏感；- 具备较好的商业化思维，能够基于商业分析制定产品长期规划并推动落地；- 有强烈的owner意识，具有积极主动追求产品和帮助客户成功的意愿和热情，能很好的跨团队协作、驱动不同角色完成工作；- 优先考虑：有 ToB 产品经历的候选人优先，有交互设计背景的候选人优先。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-阿里云智能事业群-大钉钉-智能协同与视频云事业部-产品中心,杭州,五年以上,用户型,产品类,钉钉(DingTalk)-产品专家（Teambition）-杭州,- 负责用户调研、市场分析，积极思考更新产品策略，保证产品的行业竞争力；- 组织研发项目落地，数据驱动，跨团队、角色、地域协作；- 协助产品运营，对产品的业务价值和商业回报负责。,http://alibaba.tupu360.com/social/position?pCode=_DauzyM3DXOPX2AEF_MfdA%3D%3D
- 3-5年互联网产品经验，能够独立承担产品规划、需求定义、产品架构和设计工作，熟悉产品研发流程；- 逻辑清晰，擅长系统性的解决问题，同时对产品设计细节敏感；- 具备较好的商业化思维，能够基于商业分析制定产品长期规划并推动落地；- 有强烈的owner意识，具有积极主动追求产品和帮助客户成功的意愿和热情，能很好的跨团队协作、驱动不同角色完成工作；- 优先考虑：有ToB 产品经历的候选人优先，有交互设计背景的候选人优先。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-阿里云智能事业群-大钉钉-智能协同与视频云事业部-通用协同(Teambition),上海,三年以上,用户型,产品类,钉钉(DingTalk)-产品专家（Teambition）-上海,- 负责用户调研、市场分析，积极思考更新产品策略，保证产品的竞争力；- 组织研发项目落地，数据驱动，跨团队、角色、地域协作；- 协助产品运营，对产品的业务价值和商业回报负责。,http://alibaba.tupu360.com/social/position?pCode=BA7Zp8TB%2F06nEP2%2FwZJD%2Fg%3D%3D
1、有3年以上大型互联网公司产品经理经验或银行产品经理经验；2、有互联网电商平台数据技术及数据分析建模经验，或具有互联网平台类支付/结算/风控工作经历；3、有项目管理经验，有产品设计经验，熟悉互联网或软件产品整体实现过程，包括从市场调研、产品设计、技术实现、产品运营；4、热衷产品设计，商业敏感度高，富有创新精神，善于沟通合作，内驱、激情、乐观，抗压性强；5、要求本科及以上；有贸易金融、供应链金融经验者优先。我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-B类事业群-场景金融事业部-场景金融产品部-基础产品,杭州,五年以上,平台型,产品类,场金融-金融产品专家(平台型)-杭州,1、基于市场环境、客户需求，设计金融产品，制定所负责产品线的发展规划和实施路线图；2、承担金融产品调研、价值分析、业务设计、研发需求设计、政策风险管理设计、运营规划工作；3、具有数据技术基础，能对互联网平电商台等各类数据进行分析建模，有互联网产品营销分析经验优先；或具有互联网平台类支付/结算/风控经验，有互联网及银行支付/结算/风控系统实施经验优先；4、协调、调动运营、UED、技术、政策、风险管理、法务等部门成员，完成产品设计、开发、运营全流程管理，达成商业目标；5、对金融产品最终产出、商业结果、客户体验负责；根据市场反馈和产品运营数据，持续改善优化产品。,http://alibaba.tupu360.com/social/position?pCode=8KPM3OJ01FkIpqaRPyDOWA%3D%3D
1. 5年以上的产品或解决方案经验，最好对AWS、Azure、阿里等主流云厂商的管理和治理服务比较了解。2. 熟悉行业标准和理论知识，最好有落地IT运维系统相关经验，有一线项目经验。3. 性格开朗，善于和团队成员沟通，具有较强的主观能动性，能够迅速推动项目进展4. 理解能力强，思维活跃，优秀的口头表达能力和沟通技巧，善于横向跨组织沟通协调5. 执行能力强，能够处理多任务工作，有一定的抗压能力我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-阿里云智能事业群-阿里云-产品解决方案与大网站事业部-产品与解决方案管理部-产品支持与促进-企业云管理平台-Landing Zone产品&解决方案组,北京,五年以上,商业型,产品类,阿里云智能-企业级Landing zone解决方案产品经理-企业IT治理（北京、杭州）,Landing zone是阿里云管理和治理的解决方案，帮助客户做好上云前基础框架的规划和落地，包括商业关系、网络规划、资源管理、身份访问控制、安全合规等方面。作为解决方案产品经理，你将负责阿里云管理平台的面向企业的体验。 具体职责包括：1. 设计和完善Landingzone 解决方案以及GTM材料，并将Landing zone和ITIL，ISO 27001等行业标准结合。2. 为头部客户Landing zone管理解决方案的咨询和落地方案设计。2. 拓展MSP生态合作伙伴和内部合作伙伴，构建符合Landing zone设计的生态圈。,http://alibaba.tupu360.com/social/position?pCode=vWYX89xe%2FNU5Lfd%2F6KGwPw%3D%3D
1. 5年左右的产品经验，有自己成功作出的有影响力的产品。熟悉DevOps流程和主流开源工具，如Terraform，Chef，Ansible，Jenkins， Packer等2. 有一定的技术背景和较强的学习能力，能够通过代码实现一些简单的prototype和demo3. 有云开发和设计的经验，比较了解云上开发和运维的过程4. 性格开朗，善于和团队成员沟通，能够迅速推动项目进展5. 理解能力强，思维活跃，优秀的口头表达能力和沟通技巧，善于横向跨组织沟通协调6. 执行能力强，能够处理多任务工作，有一定的抗压能力我们鼓励人人践行公益，同学如参与过公益活动，有相关证明，也欢迎附在简历中。参考依据包括但不限于：全国志愿服务信息系统开具的志愿服务证明、“人人3小时”公益平台公益时证书、志愿服务组织（含社会团体、社会服务机构、基金会）授予的志愿服务证明等。,本科,阿里集团-阿里云智能事业群-阿里云-产品解决方案与大网站事业部-产品与解决方案管理部-产品支持与促进-企业云管理平台-Landing Zone产品&解决方案组,北京,五年以上,平台型,产品类,阿里云智能-企业云管平台产品专家-北京/杭州,DevOps是企业云上运维的趋势，作为开放API团队的产品专家，未来你将负责阿里云整体DevOps产品的建设，以及阿里云对接的开源Devops生态。 具体职责包括：1. 竞品分析和市场调研2. 场景和功能需求的设计3. 和开发团队负责人合作，保证产品按期高质量完成4. 产品使用数据的分析以及基于数据的产品改进5. 和重点客户沟通，保证客户顺利使用产品，取到产品反馈，并对产品加以迭代6. 指定阿里云DevOps的产品运营策略,http://alibaba.tupu360.com/social/position?pCode=8PRFHjS%2FTfGGpoqiR22zhA%3D%3D
